Reference_ID,Title,Author,Paragraph_N,Content,Topic
2980,Locoregional surgical and interventional therapies for advanced colorectal cancer liver metastases: expert consensus statements,Abdalla,8,"

1 Patients with synchronous CRLM should undergo formal
multidisciplinary evaluation by colorectal and hepatic surgeons
and medical oncologists prior to the initiation of any treatment.
2 In many patients with synchronous CRLM, simultaneous
resection by experienced surgeons is feasible, safe and effective;
however, staged resection should be considered for patients
with a marginal or inadequate FLR volume, those with significant morbidity-related risks, or when extensive operations are
anticipated at both sites.
3 Priority in staged resections may be given to colorectal-first or
liver-first strategies based on concern for complications related
to the primary tumour or the progression of marginally resectable CRLM during treatment of the primary tumour.

",LiverMetastases
2981,Locoregional surgical and interventional therapies for advanced colorectal cancer liver metastases: expert consensus statements,Abdalla,9,"
A more detailed discussion of the timing of chemotherapy
and liver resection (preoperative/neoadjuvant, perioperative,
postoperative/adjuvant) is included in the accompanying third
Expert Consensus Statement presented by Schwarz _et al_ . [54] in this
issue of _HPB_ . However, several issues relevant to the treatment of
patients with synchronous CRLM warrant specific discussion.
The concept of selection for resection based on response to
chemotherapy has gained popularity in this group of patients with
CRLM. In the great majority of patients, tumours either decrease
in size or remain stable following treatment with systemic chemotherapy, a finding reported in virtually every prospective study
completed using modern chemotherapy. [55–58] Response to chemotherapy is associated with a lower incidence of non-therapeutic
laparotomy in the prospective European Organization for
Research and Treatment of Cancer (EORTC) study (95%
resected in the chemotherapy arm versus 89% resected in the nochemotherapy arm), [55] and in multivariate analyses of retrospective data. [59] Conversely, in patients with extensive disease (e.g. four
or more CRLM), progression on chemotherapy is associated
with shorter longterm survival compared with patients with
stable or responding disease (5-year overall survival: 37% in
responders, 30% in patients with stable disease, 8% in patients

HPB 2013, 15, 119–130 © 2013 International Hepato-Pancreato-Biliary Association

",LiverMetastases
2982,Locoregional surgical and interventional therapies for advanced colorectal cancer liver metastases: expert consensus statements,Abdalla,10," 123

with progression). [43] Progression, however, is rare (7% in the
EORTC trial) and progression that precludes resection is even less
common (4%) [55] and thus few patients will be denied resection
based on response to chemotherapy.
If chemotherapy is to be given preoperatively, a short course
(four to six cycles) is recommended in view of considerations of
hepatotoxicity. [60] Chemotherapy can be safely delivered to patients
with intact primary tumours. [49,61] A series of 233 patients [of
whom 78 (33%) had rectal primary lesions] with stage IV CRC
and intact primary tumours treated by systemic chemotherapy
revealed that 11% developed primary tumour-related complications and 3.5% required a bypass or stoma as a result (other
primary disease-related complications were managed with resection, stent or radiation). [62] When symptoms are minimal or absent,
and when the colonoscope can traverse the lesion, systemic
chemotherapy for synchronous CRLM and untreated primary
tumours can be safely delivered. [49,61]
Given that the majority of patients respond to chemotherapy
(in both the primary tumour and CRLM), consideration must be
given to marking lesions that might be difficult to locate after a
major chemotherapy response. India ink tattoo of small primary
tumours is recommended to facilitate localization at the time of
resection as some lesions will nearly disappear following shortcourse treatment. Similarly, small non-subcapsular liver metastases that would otherwise be amenable to limited liver resection
should be considered for marking (e.g. with a metallic coil by the
interventional radiologist) in case they disappear or become difficult to localize after systemic therapy. [63]
For primary tumours that present with minimal bleeding
or demonstrate significant mucosal erosion, treatment with
bevacizumab is not generally recommended for the first cycle(s)
of therapy in view of the risks for bleeding and perforation. [64]
Development of colonic obstruction in the setting of
chemotherapy-associated neutropenia is associated with significant risk for morbidity and mortality, and thus resection of the
primary tumour prior to chemotherapy should be strongly
considered in patients with impending obstruction. [49]
In conclusion, data from several studies indicate that the
administration of up to six cycles of neoadjuvant FOLFOX is a
reasonable strategy for use in patients with resectable CRLM.
Other data support the safety of chemotherapy in the presence of
an intact primary tumour.A key to this approach involves limiting
pre-resection chemotherapy to 2–3 months to prevent the occurrence of chemotherapy-induced liver injury. Patients at intermediate or high risk for recurrence (based on the clinical risk score) [65]
may benefit from preoperative chemotherapy.

",LiverMetastases
2983,Locoregional surgical and interventional therapies for advanced colorectal cancer liver metastases: expert consensus statements,Abdalla,11,"

4 In patients with synchronous CRLM and asymptomatic
primary tumours, preoperative chemotherapy (of 2–3 months’
duration) is relatively safe and should be considered in patients
at high risk for recurrent disease.

Intra-arterial therapies
",LiverMetastases
2984,Locoregional surgical and interventional therapies for advanced colorectal cancer liver metastases: expert consensus statements,Abdalla,12,"
The liver is the sole site of metastatic disease in many patients with
CRC. Normal liver parenchyma is perfused predominantly by
portal venous blood, whereas metastatic tumours of >1 mm in
size are supplied primarily by the hepatic arterial system. [66,67] The
administration of therapy via the hepatic arterial system enhances
drug delivery to tumour tissue and substantially reduces the
occurrence of systemic side-effects. [66,67]

",LiverMetastases
2985,Locoregional surgical and interventional therapies for advanced colorectal cancer liver metastases: expert consensus statements,Abdalla,13,"
Hepatic arterial infusion chemotherapy is administered either
through surgically placed ports or through an implantable continuous infusion pump, both of which provide more durable
delivery than percutaneous catheters. [68] Arterial infusion catheters
are best inserted into the gastroduodenal artery. [69] Hepatic arterial
infusion pumps are best placed at centres with considerable experience in this technique by surgeons who have placed at least 25
pumps. [70] In this circumstance, complications can be minimized,
and pump function preservation can be as high as 91% at 1 year
and 84% at 2 years. [70]
Floxuridine is an antimetabolite chemotherapy agent most
commonly used in HAI therapy and is the most thoroughly
studied drug for this purpose. It has a half-life of <10 min and
95% of drug is extracted on its first pass through the liver. [71]
Radioactive HAI floxuridine distributes a 15-fold higher concentration of chemotherapy to the tumour than to normal liver
parenchyma and a 400-fold higher concentration of chemotherapy to the tumour than is observed with systemic administration. [72] 5-Fluorouracil (5-FU) has been the preferred agent in
Europe (usually delivered via surgically placed ports) [73,74] and
oxaliplatin has been used more recently in HAI therapy with
favourable results. [22,75,76]
Systemic toxicity is low with HAI-administered floxuridine.
Aberrant gut perfusion can result in ulceration and diarrhoea. [77]
Biliary toxicity is the most common treatment-related complication of floxuridine-based HAI chemotherapy and occurs
because the biliary system is also perfused by the hepatic artery. [78]
Elevated liver enzymes warrant dose modification. [79] Simultaneous administration of dexamethasone reduces the biliary
toxicity of floxuridine-based HAI. [80] The addition of concomitant
systemic chemotherapy can increase the toxicity of HAI pump
therapy. [81]

",LiverMetastases
2986,Locoregional surgical and interventional therapies for advanced colorectal cancer liver metastases: expert consensus statements,Abdalla,14,"
Hepatic arterial infusion chemotherapy has been extensively
studied as first-line treatment for unresectable CRLM in at least
10 randomized studies. [82] Although response rates to HAI are
higher than those in non-HAI-treated control subjects, improvements in survival have been inconsistent, with the best being
a 4.4-month advantage in patients treated with floxuridinebased HAI compared with those receiving systemic 5-FU and

HPB 2013, 15, 119–130 © 2013 International Hepato-Pancreato-Biliary Association

124 ",LiverMetastases
2987,Locoregional surgical and interventional therapies for advanced colorectal cancer liver metastases: expert consensus statements,Abdalla,15,"

leucovorin in a well-performed trial conducted by the Cancer
and Leukaemia Group B (CALGB) reported in 2006. [83] In this
trial, quality of life in HAI recipients was superior to that in those
treated with systemic therapy only. In the HAI-treated group,
median time to hepatic progression was longer than in the
non-HAI group (9.8 months versus 7.3 months), whereas time to
extrahepatic progression was shorter (7.7 months versus 14.8
months). It is important to note that floxuridine-based HAI was
administered without systemic therapy in this trial, which is not
the current standard approach.
An EORTC trial comparing outcomes in 290 patients on
either systemic therapy or HAI-administered 5-FU and leucovorin
showed no difference in median survival between the groups;
37% of patients in the HAI group received no regional therapy,
underscoring the complexity of this modality. [74] A meta-analysis
of 10 selected randomized trials demonstrated a greater tumour
response to HAI therapy than systemic therapy alone (43% versus
18%; _P_ < 0.0001), but no significant overall survival difference
(15.9 months versus 12.4 months; _P_ = 0.24). [82] There may be an
advantage to combining HAI with systemic chemotherapy in
patients in whom first-line systemic chemotherapy alone has
failed [84] and in a preoperative approach in patients with initially
unresectable disease. [23] In the latter scenario, response rates as high
as 92% have been reported. [23] A recent French Phase II trial of 26
oxaliplatin-naïve patients with CRLM treated with infusional port
oxaliplatin and systemic 5-FU/leucovorin showed median overall
and disease-free survival of 27 months each. [75]

",LiverMetastases
2988,Locoregional surgical and interventional therapies for advanced colorectal cancer liver metastases: expert consensus statements,Abdalla,16,"
Postoperative floxuridine-based HAI (with systemic 5-FU/
leucovorin) following a negative margin hepatic resection has
been compared with i.v. 5-FU/leucovorin alone in a randomized
controlled trial of 156 patients. [85] At 2 years, the HAI group had
improved overall survival (86% versus 72%; _P_ = 0.03), but the
10-year follow-up failed to show a sustained, statistically significant survival advantage, despite significantly longer progressionfree survival (31.3 months versus 17.2 months; _P_ = 0.02) and
greater overall survival (41% versus 27%; _P_ = 0.10) in the HAItreated group. [86] No other randomized study to date has shown
HAI chemotherapy to result in a significant survival advantage in
the adjuvant setting. Although limited by the heterogeneity of the
studies it examined, a 2009 Cochrane review of seven randomized
trials of adjuvant HAI of floxuridine or 5-FU therapy for CRLM
failed to show a survival benefit for this therapy over adjuvant
systemic therapy alone. [87] A recent Phase II trial conducted
through the National Surgical Adjuvant Breast and Bowel Project
(NSABP) investigated the combination of floxuridine-based HAI
and systemic oxaliplatin and capecitabine in the adjuvant setting
and reported a 2-year survival rate of 85%. [88] Studies assessing
the role of HAI chemotherapy in association with modern systemic chemotherapy regimens and different infusional agents are
ongoing.

",LiverMetastases
2989,Locoregional surgical and interventional therapies for advanced colorectal cancer liver metastases: expert consensus statements,Abdalla,17,"

1 Hepatic arterial infusion therapy is a promising option for
the provision of palliative or adjuvant therapy in patients with
CRLM, but is best administered in experienced centres.
2 In patients with unresectable CRLM, floxuridine-based HAI
therapy significantly improves tumour response and hepatic
progression-free survival, but the survival advantage of
floxuridine-based HAI over contemporary systemic chemotherapy remains questionable.
3 Randomized controlled trials are warranted to examine the
potential advantages of and indications for HAI therapy with
updated systemic chemotherapy regimens in patients with
resectable and unresectable disease.

",LiverMetastases
2990,Locoregional surgical and interventional therapies for advanced colorectal cancer liver metastases: expert consensus statements,Abdalla,18,"
Radiotherapy can induce cytotoxicity in malignant liver tumours;
however, the value of standard external beam radiation applied to
hepatic malignancies is limited by toxicity to surrounding hepatic
parenchyma. Radioembolization is a form of brachytherapy in
which a high-energy beta-emitting radiation source (yttrium-90)
is coupled with an appropriately sized (~30 mm diameter) embolic
particle. This technique allows the delivery of a therapeutic dose
to the tumour vasculature and attempts to minimize damage to
uninvolved tissue. [89]
SIR-Spheres® (Sirtex Medical Pty Ltd, Sydney, NSW, Australia)
are resin-based microspheres approved by the US Food and Drug
Administration (FDA) for use in the treatment of CRLM with
adjuvant intra-arterial floxuridine. The basis of FDA approval was
a Phase III trial of floxuridine-based HAI administered with and
without resin microspheres in 72 patients with unresectable
CRLM. [90] The combination therapy was associated with an
improved time to progression (15.9 months versus 9.7 months;
_P_ < 0.01) over floxuridine-based HAI alone. A subsequent multicentre Phase II trial of yttrium-90 resin microsphere radioembolization was performed in 50 patients refractory to chemotherapy
in whom previous oxaliplatin- and irinotecan-based systemic
regimens had failed. [91] Response or stable disease was observed
in 48% of patients treated and median overall survival was
12.6 months in these heavily pretreated patients. In this trial
yttrium-90 treatment was well tolerated, although longterm
hepatic toxicity was not evaluated. An ongoing Phase III trial,
SIRFLOX [NCT00724503 (http://www.clinicaltrials.gov)], is evaluating yttrium-90 intra-arterial treatment as first-line therapy for
unresectable CRLM treated with FOLFOX6 and SIR-Spheres®
versus FOLFOX6 alone, and is expected to complete in 2012.
TheraSpheres® (MDS Nordion, Ottawa, ON, Canada) are glassbased microspheres that have a humanitarian device exemption
for the treatment of primary and metastatic liver tumours. There
are limited data on the role of this agent in CRLM. A Phase II trial
of TheraSpheres® as salvage therapy in patients in whom systemic
chemotherapy had failed was performed in 27 patients, with a
positron emission tomography response measured at 88% in the
first treated hepatic lobe. [92] A randomized Phase III multicentre

HPB 2013, 15, 119–130 © 2013 International Hepato-Pancreato-Biliary Association

",LiverMetastases
2991,Locoregional surgical and interventional therapies for advanced colorectal cancer liver metastases: expert consensus statements,Abdalla,19," 125

clinical trial, known as the ‘Efficacy Evaluation of TheraSphere
following Failed First-Line Chemotherapy in Metastatic Colorectal Cancer’ (EPOCH) trial, will open soon at up to 30 sites worldwide, with a target enrolment of approximately 350 patients
(http://clinicaltrials.gov/ct2/show/NCT01483027).

",LiverMetastases
2992,Locoregional surgical and interventional therapies for advanced colorectal cancer liver metastases: expert consensus statements,Abdalla,20,"

4 Yttrium-90 transarterial radioembolization is effective and has
shown promising early results in the palliative management of
unresectable CRLM, and can be considered for patients with
liver-only disease in whom at least one standard line of systemic
chemotherapy fails. First-line therapy with yttrium-90 should
only be administered in clinical trials; longterm toxicity potential requires further clinical evaluation.

",LiverMetastases
2993,Locoregional surgical and interventional therapies for advanced colorectal cancer liver metastases: expert consensus statements,Abdalla,21,"
The approaches to and reports on traditional transcatheter arterial chemoembolization (TACE) in CRLM are ill-defined and
variable. As such, this discussion will focus on drug-eluting beads
delivering irinotecan (DEBIRI; Biocompatibles UK Ltd, Farnham,
UK), data for which are emerging from ongoing clinical trials. [93,94]
These are polyvinyl alcohol hydrogel beads loaded with irinotecan. [95] The beads are delivered via a selective transcatheter arterial
administration and lodge in the interface between the tumour and
normal parenchyma. The drug is slowly released into the tumour
environment, providing relatively selective drug exposure. Irinotecan was selected because of its chemical properties, charge and
ability to be loaded on the beads. An initial experience in 20
patients demonstrated a reduction of >50% in serum carcinoembryonic antigen levels in 12 patients and reduced lesion enhancement on contrasted axial imaging in 80% of patients. [96] Right
upper quadrant pain has been the main effect of toxicity. [97] Subsequently, a multicentre registry of 55 heavily pretreated patients
reported rates of hepatic progression-free survival and overall
survival at 1 year of 75% for each. [98] A Phase II randomized trial of
60 patients comparing treatment with FOLFOX � bevacizumab
plus DEBIRI, with treatment with FOLFOX � bevacizumab
(http://clinicaltrials.gov/ct2/show/NCT00932438) is currently
accruing. Although it is too early to speculate on the benefits of
this therapy, it appears to be well tolerated and offers the potential
for a standardized mode of chemoembolization for CRLM.

",LiverMetastases
2994,Locoregional surgical and interventional therapies for advanced colorectal cancer liver metastases: expert consensus statements,Abdalla,22,"

5 Traditional TACE lacks data and standardization as a modality
for treatment of CRLM. DEBIRI is a newer form of TACE,
which shows promising early results, but requires further study
before its use can be recommended.

Ablation strategies including radiofrequency
ablation, microwave ablation and external
beam radiotherapy

Hepatic resection is associated with 5-year survival rates of up
to 58% and cure rates of approximately 20%. [27,40,99] Results of this

level are not reported with any other therapy. Local failure at the
resection margin is uncommon, with most large series reporting
rates of significantly <5%. [42] Although rates of morbidity in partial
hepatectomy for CRLM have remained stable at 30–40%, 90-day
mortality has diminished substantially to 1% in high-volume
centres. [100,101] Furthermore, survival appears to be improving. [100]
Collectively, these data have established hepatic resection as the
reference standard locoregional treatment for CRLM.
The thermal ablation of tumours utilizes image guidance to
deliver extreme temperatures to a tumour and its surrounding
tissue. The advantages of thermal ablation include its adaptability to minimally invasive approaches, the ability to spare liver
parenchyma and a low morbidity rate. Thermal ablation can be
performed percutaneously, laparoscopically or at laparotomy.
At 60 °C there is immediate cell death; typically, ablation zones
are created with temperatures in excess of this threshold. Radiofrequency ablation (RFA) is the most commonly used form of
thermal ablation in the treatment of liver tumours. In RFA,
needles placed in and around tumours deliver alternating electrical current in the radiofrequency range that generates heat. At
high temperatures, tissue desiccates, limiting current flow and
impairing further ablation. [102–104]
In properly selected patients, RFA-associated morbidity is generally <10%, regardless of whether RFA is performed surgically or
percutaneously. [105] Mortality in RFA is <1%. [105] These advantages
are balanced by a number of limitations to the use of RFA, which
is generally ineffective in tumours of >3 cm in size because of high
local recurrence rates. [17,102–104] The heat generated by RFA can
injure adjacent structures (e.g. the diaphragm, gallbladder, gastrointestinal tract, major bile ducts) and RFA should not be used
to treat tumours adjacent to these locations. Lastly, the efficacy of
RFA is limited by the presence of large blood vessels as a result of
their high flow and the related ‘heat sink’ effect, which protects
adjacent cells from thermal ablation. [102–104] It is therefore important to note that unresectable tumours are not generally amenable
to thermal ablation because the factors that make a tumour unresectable (number, size, proximity to major blood vessels or bile
ducts, etc.) also make it unsuitable for ablation.
Local recurrence after RFA remains a major problem. Factors
associated with higher local recurrence rates include large tumour
size, proximity to major blood vessels, diagnosis (CRLM being
worse) and percutaneous approach. [20,102–104] In a large metaanalysis, tumour size and the percutaneous approach were independently associated with higher recurrence rates. Recurrence
rates in tumours of >3 cm in size ranged from 25% to 50% regardless of approach. For tumours of <3 cm in size, local recurrence
rates in surgical and percutaneous ablation were 4% and 16%,
respectively. [20] In single-arm percutaneous RFA series, local recurrence rates have ranged from 18% to 50% and are related to
tumour size. [20,102–105] Recurrence rates in open RFA have typically
been <15% with some series reporting rates of <10%. [20,102–105] The
best local control rates reported for RFA (and other ablation
techniques) appear to be achieved at open operation, probably

HPB 2013, 15, 119–130 © 2013 International Hepato-Pancreato-Biliary Association

126 ",LiverMetastases
2995,Locoregional surgical and interventional therapies for advanced colorectal cancer liver metastases: expert consensus statements,Abdalla,23,"

because this allows for the mobilization of the liver and the use of
direct hepatic intraoperative ultrasound to guide probe placement. Intraoperative ablation is also limited by tumour size, as
indicated by recurrence rates of �20% for tumours of 1–3 cm in
size and �50% for tumours of >3 cm in size. [106] The utility and
limitations of RFA combined with resection are discussed in the
section entitled ‘Approaches to bilateral colorectal cancer liver
metastases’.
Comparisons between RFA and resection have generally been
limited to retrospective series that have attempted to match
patients. These retrospective comparative studies have shown substantially higher local recurrence rates for RFA (16–60% versus
0–24%) and better longterm survival in resected patients. [102–104]
Unfortunately, these comparisons are hampered by tremendous
selection bias and confounding factors, and conclusions about
survival rates are not possible. One recently published study proposed percutaneous RFA as a ‘test of time’ to manage selected
patients with resectable CRLM. In this study, 134 tumours were
treated in 88 patients with limited tumour burdens and >40%
of RFA-treated tumours recurred locally. Resection was not performed in two thirds of patients because they either remained free
of disease (many with repeat RFA) or had unresectable distant
progression. [107] In this study, the avoidance of a surgical procedure
was considered the goal of RFA, but whether this should be the
desired outcome is disputable. In this series, RFA failed in >40%
of cases and it was unclear whether patients could be effectively
salvaged. Therefore, this approach has not been uniformly
accepted. Another recent concept refers to the use of laparoscopic
RFA in patients with resectable CRLM. A recent example of such
an approach was illustrated in a study of 64 patients with resectable metastases who underwent laparoscopic RFA. Local failure
occurred in 7% of patients and median recurrence-free survival
was 15 months. Median and 5-year actuarial survival were 4.3
years and 49%, respectively, which may be considered comparable
with outcomes in resection series. [108] Laparoscopic RFA in wellselected patients may be a promising strategy, but has not been
sufficiently studied.
Microwave ablation (MWA) is a newer technology that
utilizes high-frequency electromagnetic radiation to create
thermal damage and coagulation necrosis. This form of ablation
carries less risk for charring and a heat sink effect and creates
larger ablation zones more rapidly. As MWA is a more powerful
energy mediator, there are concerns over injury to adjacent structures. The use of MWA to treat CRLM has not been well studied.
Most series reflect outcomes for a large variety of liver tumours. In
sum, these studies show complication rates ranging from 6% to
30%, with the higher rates occurring in patients undergoing
laparotomy and other procedures. [102,109,110] Local recurrence rates
vary hugely from 3% to 50%, but the two largest series reported
low rates of 3% and 6%, respectively. [109,110] Published MWA series
report survival rates, but the heterogeneity of diseases treated in
each series precludes the clarification of any conclusions regarding
survival data. [102,109,110]

External beam radiation therapy (EBRT) has recently been proposed as a potential locoregional therapy in CRLM and other liver
tumours. Historically, EBRT was not used in the liver because the
therapeutic window between its tumoricidal benefits and liverspecific toxicity was too small. Recent advances in imaging, stereotactic body radiation (SBRT) and corrections for respiratory
motion have increased the potential role of EBRT in the treatment
of liver tumours. Furthermore, although it has not been well
studied, EBRT may be effective and safe when used near major
blood vessels; however, the potential for major bile duct toxicity
remains a concern. Overall, the use of SBRT for liver tumours has
been minimally studied and only a few studies have focused on its
use in CRLM. A few well-designed dose-escalation studies have
demonstrated that SBRT can be delivered to liver tumours
without dose-limiting toxicity in doses of �60 Gy. Unfortunately,
local progression rates at 2 years at the initial lower doses have
been high, ranging from 23% to 43%; [111–114] higher doses may
afford better local control rates. In a recent dose-escalation study,
nine patients with malignant liver tumours demonstrated a 90%
response rate and a 2-year local control rate of 100% at a dose of
60 Gy in five fractions. [114]

",LiverMetastases
2996,Locoregional surgical and interventional therapies for advanced colorectal cancer liver metastases: expert consensus statements,Abdalla,24,"

1 Ablation strategies are inadequately studied and plagued by
high local failure rates, and are limited by tumour size, tumour
multiplicity and location, and thus are not recommended as
first-line treatments for resectable CRLM.
2 Ablation strategies play a role in highly selected patients with
small, appropriately located tumours when resection is not
feasible or safe, but should be considered as second-line
locoregional therapy to hepatic resection.
3 Prospective trials comparing ablative techniques or comparing
resection with ablation in well-defined patients are needed to
define the role of ablation in the treatment of CRLM in the
future.

Conflicts of interest

None declared.

",LiverMetastases
2997,Liver Resectability of Advanced Liver-limited Colorectal Liver Metastases Following mFOLFOX6 with Bevacizumab (KSCC0802 Study),Beppu,1," _Background/Aim: The Kyushu Study group of_
_Clinical Cancer (KSCC) conducted phase II trials (KSCC0802_
_- UMIN000001308) concerning liver resectability after first-_
_line treatment of advanced liver-limited colorectal metastases_
_(CRLM) by a prospective, multi-center study. Patients and_
_Methods: Patients received 6 cycles of mFOLFOX6 with_
_bevacizumab followed by evaluating liver resectability. The_
_primary end-point was liver resection rate. Results: The 40_

_Correspondence to:_ Professor Yoshihiko Maehara, MD, Ph.D.,
FACS, Department of Surgery and Science, Graduate School of
Medical Sciences, Kyushu University, 3-1-1 Maidashi, Higashi-ku,
Fukuoka 812-8582, Japan. Tel: +81 926425466, Fax: +81
926415482, e-mail: maehara@surg2.med.kyushu-u.ac.jp

_Key Words:_ Colorectal liver metastases, hepatic resection,
chemotherapy, oxaliplatin, fluorouracil, leucovorin, bevacizumab.

0250-7005/2014 $2.00+.40

_patients enrolled from September 2008 to August 2010. The_
_median number of administration cycles was 6 (range=1-7)._
_The liver resectability cases were 16/40 (40.0 %) and the_
_number of R0 cases was 10 patients (25.0%). An overall_
_response rate was 30.0% (95% CI=15.2%-44.8%). Median_
_progression-free and overall survival of all patients was 9.7_
_months and 33.0 months), respectively. Conclusion:_
_mFOLFOX6 with bevacizumab regimen is safe and effective_
_for advanced liver-limited CRLM and might lead to high liver_
_resectability._

Although the liver is most common metastatic organ from
colorectal cancer, complete resection rate of colorectal liver
metastases (CRLM) has been unsatisfactory due to the greater
tumor number and size, complicated tumor location or the
presence of extrahepatic metastases. According to the nationwide registration database maintained by the Japanese Society
for Cancer of the Colon and Rectum (JSCCR), the incidences of

6655

ANTICANCER RESEARCH _34_ : 6655-6662 (2014)

_Abbreviations:_ CRLM, Colorectal liver metastases; JSCCR,
Japanese Society for Cancer of the Colon and Rectum; 5-FU, 5fluorouracil; FOLFOX, Folinic acid, 5-fluorouracil and oxaliplatin;
EGFR, epidermal growth factor receptor; KSCC, Kyushu Study
group of Clinical Cancer; university hospital medical information
(UMIN); ECOG, Eastern Cooperative Oncology Group; PS,
performance status; PFS, progression-free survival; OS, overall
survival; RR, response rate; RECIST, Response Evaluation Criteria
In Solid Tumors; CT, computed tomography; MRI, magnetic
resonance imaging, CEA, carcinoembryonic antigen; CA19-9,
carbohydrate antigen 19-9; CTCAE, Common Terminology Criteria
for Adverse Events; CR, complete response; PR, partial response;
SD, stable disease; PD, progressive disease; NE, not evaluable;
MST, median survival time; CI, confidence interval.

CRLM were 10.7% of synchronous metastases and 7.1% of the
first metachronous metastases (1). The goal of treatment for
CRLM patients depends on the initial resectability of the
metastases and, according to most known treatment guidelines
and algorithms, patients may be categorized in accordance with
whether they have ‘upfront’ resectable metastases, borderline
resectable metastases or unresectable disease (2). When
complete resection was performed successfully for patients with
liver-limited CRLM, a 5-year survival of 40% to 50% could be
achieved (3-6). However even for curatively resected patients,
the recurrence was frequently observed without perioperative
modern chemotherapy.
Folinic acid, 5-fluorouracil (5-FU) and oxaliplatin
(FOLFOX) is one of the standard chemotherapy for the
patients with advanced CRLM. The mFOLFOX6 regimen
can lead to tumors being downstaged in some patients with
initially unresectable CRLM and, in a previous study, has
allowed hepatic resection in 16-38% of the patients (6). A
phase III study of the European Organization for the
Research and Treatment of Cancer (EORTC), intergroup
Trial 40983, identified that perioperative chemotherapy with
FOLFOX4 improved progression-free survival (PFS) after
hepatic resection of initially resectable CRLM (7). In recent
years, great anti-tumor effects have been demonstrated with
targeted agents, such as bevacizumab (anti-vascular
endothelial growth factor (VEGF) antibody) or anti-EGFR
(anti-epidermal growth factor receptor) antibody. Additional
use of bevacizumab on chemotherapy for CRLM can result
to increased response rate, prolonged progression-free and
overall survival and decreased blue liver (8,9). In Japan,
there have been few data concerning liver resectability
following mFOLFOX6 with bevacizumab as the first-line
treatment of non-resectable liver-limited CRLM.
It is quite difficult to divide CRLM patients to be initially
resectable or unresectable, especially in a multi-center study.
Limitations of hepatic resection or resection skills are
different by each center. Therefore, in the present study, we

6656

decided to select H-factor categories according to the issues
by JSCCR; H1, four or less metastases with the largest
diameter being 5 cm or less; H2, other than H1 or H3; H3,
five or more metastases with the largest diameter being more
than 5 cm (10). Patients with H2 and H3 have been reported
to have significantly poor prognosis compared to H1 (3, 11).
The aim of this prospective multicenter study was to evaluate
the resectability and safety of mFOLFOX6 plus bevacizumab
on H2 and H3 liver-limited CRLM.

",LiverMetastases
